job_number,prop_stories, occ_init,dcp_occ_pr,dcp_occ_category,units_init,units_prop,units_prop_res,units_prop_hotel,units_net_complete,units_net_incomplete,latest_cofo,unit_change_preapr2010,unit_change_postapr2010,unit_change_2011,unit_change_2012,unit_change_2013,unit_change_2014,unit_change_2015,unit_change_2016,unit_change_2017,unit_change_2018,x_mixeduse,x_inactive,bbl,bin,Latitude,Longitude,geom
220575036,,,,,,,,,,,,,,,,,,,,,,,,,,40.833116,-73.818662,
220575045,,,,,,,,,,,,,,,,,,,,,,,,,,40.833116,-73.818662,
220576721,,,,,,,,,,,,,,,,,,,,,,,,,,40.832417,-73.891555,
220577105,,,,,,,,,,,,,,,,,,,,,,,,,,40.809849,-73.928352,
220577114,,,,,,,,,,,,,,,,,,,,,,,,,,40.809953,-73.928254,
220579247,,,,,,,,,,,,,,,,,,,,,,,,,,40.887934,-73.909808,
220580404,,,,,,,,,,,,,,,,,,,,,,,,,,40.862443,-73.869113,
220582910,,,,,,,,,,,,,,,,,,,,,,,,,,40.855518,-73.889225,
220582929,,,,,,,,,,,,,,,,,,,,,,,,,,40.855405,-73.889327,
220584008,,,,,,,,,,,,,,,,,,,,,,,,,,40.830358,-73.903035,
220584017,,,,,,,,,,,,,,,,,,,,,,,,,,40.830399,-73.902984,
220585329,,,,,,,,,,,,,,,,,,,,,,,,,,40.829016,-73.848969,
220585338,,,,,,,,,,,,,,,,,,,,,,,,,,40.829002,-73.848922,
220585873,,,,,,,,,,,,,,,,,,,,,,,,2030480004,2118222,40.852237,-73.893988,
220586293,,,,,,,,,,,,,,,,,,,,,,,,,,40.814992,-73.915871,
220587577,,,,,,,,,,,,,,,,,,,,,,,,,,40.909388,-73.898325,
220588193,,,,,,,,,,,,,,,,,,,,,,,,,,40.815224,-73.824156,
220588200,,,,,,,,,,,,,,,,,,,,,,,,,,40.815314,-73.824209,
220588718,,,,,,,,,,,,,,,,,,,,,,,,,,40.81932,-73.863186,
220589682,,,,,,,,,,,,,,,,,,,,,,,,,,40.867412,-73.900103,
220590135,,,,,,,,,,,,,,,,,,,,,,,,,,40.82765,-73.883581,
220591198,,,,,,,,,,,,,,,,,,,,,,,,,,40.874833,-73.884782,
220591205,,,,,,,,,,,,,,,,,,,,,,,,,,40.874833,-73.884782,
220593463,,,,,,,,,,,,,,,,,,,,,,,,,,40.818489,-73.915827,
220594596,,,,,,,,,,,,,,,,,,,,,,,,,,40.806251,-73.855385,
220595274,,,,,,,,,,,,,,,,,,,,,,,,,,40.822,-73.924675,
220600721,,,,,,,,,,,,,,,,,,,,,,,,,,40.860858,-73.824602,
220600758,,,,,,,,,,,,,,,,,,,,,,,,,,40.876449,-73.88441,
220600847,,,,,,,,,,,,,,,,,,,,,,,,,,40.807068,-73.911139,
220600856,,,,,,,,,,,,,,,,,,,,,,,,,,40.807046,-73.91107,
220600981,,,,,,,,,,,,,,,,,,,,,,,,,,40.836178,-73.911056,
220601007,,,,,,,,,,,,,,,,,,,,,,,,,,40.839765,-73.852002,
220602541,,,,,,,,,,,,,,,,,,,,,,,,,,40.862242,-73.848514,
220602916,,,,,,,,,,,,,,,,,,,,,,,,,,40.872964,-73.8991,
220602925,,,,,,,,,,,,,,,,,,,,,,,,,,40.846497,-73.891008,
220603657,,,,,,,,,,,,,,,,,,,,,,,,,,40.850581,-73.902304,
220603666,,,,,,,,,,,,,,,,,,,,,,,,,,40.846931,-73.88243,
220603693,,,,,,,,,,,,,,,,,,,,,,,,,,40.882731,-73.8609,
220604291,,,,,,,,,,,,,,,,,,,,,,,,,,40.863532,-73.897994,
220604861,,,,,,,,,,,,,,,,,,,,,,,,,,40.826263,-73.891182,
220605450,,,,,,,,,,,,,,,,,,,,,,,,,,40.824942,-73.912314,
220605469,,,,,,,,,,,,,,,,,,,,,,,,,,40.824997,-73.912488,
220606011,,,,,,,,,,,,,,,,,,,,,,,,,,40.813547,-73.862638,
220606020,,,,,,,,,,,,,,,,,,,,,,,,,,40.813547,-73.862638,
220606039,,,,,,,,,,,,,,,,,,,,,,,,,,40.901122,-73.842811,
220606137,,,,,,,,,,,,,,,,,,,,,,,,,,40.805166,-73.922779,
220607074,,,,,,,,,,,,,,,,,,,,,,,,,,40.826217,-73.921617,
220607886,,,,,,,,,,,,,,,,,,,,,,,,,,40.845993,-73.861046,
220608787,,,,,,,,,,,,,,,,,,,,,,,,,,40.879138,-73.863171,
220610097,,,,,,,,,,,,,,,,,,,,,,,,,,40.867412,-73.900103,
220611666,,,,,,,,,,,,,,,,,,,,,,,,,,40.872964,-73.8991,
220612031,,,,,,,,,,,,,,,,,,,,,,,,,,40.818323,-73.921576,
220614075,,,,,,,,,,,,,,,,,,,,,,,,,,40.83135,-73.89173,
220614084,,,,,,,,,,,,,,,,,,,,,,,,,,40.83135,-73.89173,
220614093,,,,,,,,,,,,,,,,,,,,,,,,,,40.83135,-73.89173,
220614100,,,,,,,,,,,,,,,,,,,,,,,,,,40.83135,-73.89173,
220614128,,,,,,,,,,,,,,,,,,,,,,,,,,40.827515,-73.891176,
220614164,,,,,,,,,,,,,,,,,,,,,,,,2040910036,,40.84389,-73.8565,0101000020E6100000F2B56796046C4440894160E5D07652C0
220614173,,,,,,,,,,,,,,,,,,,,,,,,2040910035,,40.84389,-73.8565,0101000020E6100000F2B56796046C4440894160E5D07652C0
220614182,,,,,,,,,,,,,,,,,,,,,,,,2040910034,,,,
220614841,,,,,,,,,,,,,,,,,,,,,,,,,,40.82418,-73.896508,
220616233,,,,,,,,,,,,,,,,,,,,,,,,,,40.82575,-73.897134,
220616288,,,,,,,,,,,,,,,,,,,,,,,,,,40.821782,-73.895211,
220616778,,,,,,,,,,,,,,,,,,,,,,,,,,40.81323,-73.915285,
220618115,,,,,,,,,,,,,,,,,,,,,,,,,,40.870964,-73.891857,
220619472,,,,,,,,,,,,,,,,,,,,,,,,,,40.812371,-73.881621,
220619793,,,,,,,,,,,,,,,,,,,,,,,,,,40.862497,-73.842201,
220619800,,,,,,,,,,,,,,,,,,,,,,,,,,40.862497,-73.842201,
220620040,,,,,,,,,,,,,,,,,,,,,,,,,,40.84935,-73.903828,
220620059,,,,,,,,,,,,,,,,,,,,,,,,,,40.84935,-73.903828,
220620068,,,,,,,,,,,,,,,,,,,,,,,,,,40.84935,-73.903828,
220620282,,,,,,,,,,,,,,,,,,,,,,,,,,40.826859,-73.820699,
220620291,,,,,,,,,,,,,,,,,,,,,,,,,,40.826947,-73.820775,
220620594,,,,,,,,,,,,,,,,,,,,,,,,,,40.829482,-73.899419,
220620601,,,,,,,,,,,,,,,,,,,,,,,,,,40.858287,-73.905286,
220620610,,,,,,,,,,,,,,,,,,,,,,,,,,40.84935,-73.903828,
220621398,,,,,,,,,,,,,,,,,,,,,,,,,,40.81932,-73.863186,
220621405,,,,,,,,,,,,,,,,,,,,,,,,,,40.81932,-73.863186,
220621940,,,,,,,,,,,,,,,,,,,,,,,,,,40.851947,-73.901554,
220623305,,,,,,,,,,,,,,,,,,,,,,,,,,40.876573,-73.88757,
220623467,,,,,,,,,,,,,,,,,,,,,,,,,,40.847828,-73.89693,
220623626,,,,,,,,,,,,,,,,,,,,,,,,,,40.876555,-73.872821,
220625367,,,,,,,,,,,,,,,,,,,,,,,,,,40.874787,-73.888365,
220625722,,,,,,,,,,,,,,,,,,,,,,,,,,40.873451,-73.888577,
220626446,,,,,,,,,,,,,,,,,,,,,,,,,,40.812371,-73.881621,
220626883,,,,,,,,,,,,,,,,,,,,,,,,,,40.853102,-73.886244,
220626892,,,,,,,,,,,,,,,,,,,,,,,,,,40.853102,-73.886244,
220626972,,,,,,,,,,,,,,,,,,,,,,,,,,40.855147,-73.828576,
220626990,,,,,,,,,,,,,,,,,,,,,,,,,,40.844448,-73.892338,
220627383,,,,,,,,,,,,,,,,,,,,,,,,,,40.870002,-73.905016,
220627409,,,,,,,,,,,,,,,,,,,,,,,,,,40.883199,-73.829578,
220627418,,,,,,,,,,,,,,,,,,,,,,,,,,40.883076,-73.829665,
220627436,,,,,,,,,,,,,,,,,,,,,,,,,,40.851947,-73.901554,
220627472,,,,,,,,,,,,,,,,,,,,,,,,,,40.830613,-73.85358,
220627711,,,,,,,,,,,,,,,,,,,,,,,,,,40.805166,-73.922779,
220627800,,,,,,,,,,,,,,,,,,,,,,,,,,40.883331,-73.829859,
220627837,,,,,,,,,,,,,,,,,,,,,,,,,,40.883988,-73.830107,
220630002,,,,,,,,,,,,,,,,,,,,,,,,,,40.83144,-73.906405,
220630271,,,,,,,,,,,,,,,,,,,,,,,,,,40.80221,-73.915194,
220630280,,,,,,,,,,,,,,,,,,,,,,,,,,40.835146,-73.863753,
220630299,,,,,,,,,,,,,,,,,,,,,,,,,,40.833608,-73.896825,
220631270,,,,,,,,,,,,,,,,,,,,,,,,,,40.825948,-73.820969,
220631546,,,,,,,,,,,,,,,,,,,,,,,,,,40.839196,-73.865075,
220632019,,,,,,,,,,,,,,,,,,,,,,,,,,40.892898,-73.854643,
220632812,,,,,,,,,,,,,,,,,,,,,,,,,,40.888251,-73.812794,
220634320,,,,,,,,,,,,,,,,,,,,,,,,,,40.902217,-73.851016,
220635089,,,,,,,,,,,,,,,,,,,,,,,,,,40.817129,-73.929605,
220637149,,,,,,,,,,,,,,,,,,,,,,,,,,40.824311,-73.887059,
220637158,,,,,,,,,,,,,,,,,,,,,,,,,,40.824311,-73.887059,
220638004,,,,,,,,,,,,,,,,,,,,,,,,,,40.830638,-73.85359,
220638175,,,,,,,,,,,,,,,,,,,,,,,,,,40.824311,-73.887059,
220638184,,,,,,,,,,,,,,,,,,,,,,,,,,40.824311,-73.887059,
220638255,,,,,,,,,,,,,,,,,,,,,,,,,,40.869969,-73.905103,
220638308,,,,,,,,,,,,,,,,,,,,,,,,,,40.888251,-73.812794,
220638594,,,,,,,,,,,,,,,,,,,,,,,,,,40.824311,-73.887059,
220638601,,,,,,,,,,,,,,,,,,,,,,,,,,40.863741,-73.892231,
220639085,,,,,,,,,,,,,,,,,,,,,,,,,,40.833308,-73.889786,
220640180,,,,,,,,,,,,,,,,,,,,,,,,,,40.864543,-73.86665,
220640402,,,,,,,,,,,,,,,,,,,,,,,,,,40.813377,-73.890686,
220640965,,,,,,,,,,,,,,,,,,,,,,,,,,40.828461,-73.853078,
220642712,,,,,,,,,,,,,,,,,,,,,,,,,,40.824885,-73.908856,
220646585,,,,,,,,,,,,,,,,,,,,,,,,,,40.807262,-73.911192,
220647183,,,,,,,,,,,,,,,,,,,,,,,,,,40.823063,-73.89436,
220649653,,,,,,,,,,,,,,,,,,,,,,,,,,40.843188,-73.908094,
220650043,,,,,,,,,,,,,,,,,,,,,,,,,,40.867886,-73.853367,
220650052,,,,,,,,,,,,,,,,,,,,,,,,,,40.868448,-73.850626,
220650230,,,,,,,,,,,,,,,,,,,,,,,,,,40.868448,-73.850626,
220650338,,,,,,,,,,,,,,,,,,,,,,,,,,40.902589,-73.850202,
220662726,,,,,,,,,,,,,,,,,,,,,,,,,,40.810503,-73.802381,
300049114,,,,,,,,,,,,,,,,,,,,,,,,3086020019,3242899,40.606523,-73.909425,
300081284,,,,,,,,,,,,,,,,,,,,,,,,3011690024,3029311,40.6758,-73.970225,
300133068,,,,,,,,,,,,,,,,,,,,,,,,3033570039,3076725,40.689598,-73.918904,
300182326,,,,,,,,,,,,,,,,,,,,,,,,3002780011,3002804,40.689105,-73.99202,
300238623,,,,,,,,,,,,,,,,,,,,,,,,3057060073,3140838,40.627998,-73.995119,
300293705,,,,,,,,,,,,,,,,,,,,,,,,3006550015,3009615,40.659687,-73.99729,
300326573,,,,,,,,,,,,,,,,,,,,,,,,3065320087,3390916,40.621418,-73.969385,
300344795,,,,,,,,,,,,,,,,,,,,,,,,3066840015,3178779,40.604492,-73.96358,
300406317,,,,,,,,,,,,,,,,,,,,,,,,3011690024,3029311,40.6758,-73.970225,
300428543,,,,,,,,,,,,,,,,,,,,,,,,3065890070,3173904,40.61296,-73.966615,
300435937,,,,,,,,,,,,,,,,,,,,,,,,3059730080,3150533,40.623141,-74.017604,
300441387,,,,,,,,,,,,,,,,,,,,,,,,3002190005,3326022,40.700046,-73.995225,
300446033,,,,,,,,,,,,,,,,,,,,,,,,3022340128,3397401,40.70515,-73.9504,0101000020E61000002063EE5A425A44409487855AD37C52C0
300463031,,,,,,,,,,,,,,,,,,,,,,,,3004090001,3006540,40.683563,-73.992374,
300500045,,,,,,,,,,,,,,,,,,,,,,,,3071050069,3191700,40.599259,-73.969327,
300500054,,,,,,,,,,,,,,,,,,,,,,,,3071050071,3191702,40.599141,-73.969305,
300502908,,,,,,,,,,,,,,,,,,,,,,,,3030700010,3347565,40.706291,-73.944041,
300503024,,,,,,,,,,,,,,,,,,,,,,,,3034200048,,40.68511,-73.91267,
300508010,,,,,,,,,,,,,,,,,,,,,,,,3054310067,3128342,40.634341,-73.984489,
300637639,,,,,,,,,,,,,,,,,,,,,,,,3071070103,3425293,40.601169,-73.968166,
300648306,,,,,,,,,,,,,,,,,,,,,,,,3051230005,3117609,40.646821,-73.960836,
300651550,,,,,,,,,,,,,,,,,,,,,,,,3022400018,3348371,40.701091,-73.953573,
300669417,,,,,,,,,,,,,,,,,,,,,,,,3071050046,3413988,40.598707,-73.969583,
300682580,,,,,,,,,,,,,,,,,,,,,,,,3065290053,3384328,40.62263,-73.967392,
300705958,,,,,,,,,,,,,,,,,,,,,,,,3049850025,3392294,40.638158,-73.94003,
300706430,,,,,,,,,,,,,,,,,,,,,,,,3008290022,3347546,40.64542,-74.019,0101000020E61000009817601F9D524440F0A7C64B378152C0
300726445,,,,,,,,,,,,,,,,,,,,,,,,3065080001,3170452,40.627331,-73.972185,
300726454,,,,,,,,,,,,,,,,,,,,,,,,3065080001,3170452,40.627331,-73.972185,
300726463,,,,,,,,,,,,,,,,,,,,,,,,3065080001,3170452,40.627331,-73.972185,
300730181,,,,,,,,,,,,,,,,,,,,,,,,3022647507,3345247,40.699976,-73.95286,
300734579,,,,,,,,,,,,,,,,,,,,,,,,3065270043,3171127,40.62217,-73.968909,
300741767,,,,,,,,,,,,,,,,,,,,,,,,3004220009,3006875,40.682691,-73.992962,
300769345,,,,,,,,,,,,,,,,,,,,,,,,3065700075,3384447,40.616276,-73.967244,
300772493,,,,,,,,,,,,,,,,,,,,,,,,3010350037,3325088,40.665659,-73.986274,
300776541,,,,,,,,,,,,,,,,,,,,,,,,3022170026,,40.70129,-73.95929,
300777826,,,,,,,,,,,,,,,,,,,,,,,,3057060020,3140807,40.627938,-73.994438,
300819808,,,,,,,,,,,,,,,,,,,,,,,,3056880069,3350593,40.634372,-74.00267,
300839430,,,,,,,,,,,,,,,,,,,,,,,,3002587501,3348905,40.691823,-73.997872,
300842809,,,,,,,,,,,,,,,,,,,,,,,,3066970019,3406061,40.629036,-73.963358,
300844576,,,,,,,,,,,,,,,,,,,,,,,,3022420144,3396504,40.70366,-73.94891,0101000020E61000006EC0E787115A44403B3602F1BA7C52C0
300844585,,,,,,,,,,,,,,,,,,,,,,,,3022420143,3396503,40.70369,-73.94885,0101000020E6100000D9429083125A4440D0B359F5B97C52C0
300844610,,,,,,,,,,,,,,,,,,,,,,,,3022420142,3396502,40.70373,-73.9488,0101000020E6100000679B1BD3135A4440789CA223B97C52C0
300844629,,,,,,,,,,,,,,,,,,,,,,,,3022420141,3396501,40.70376,-73.94874,0101000020E6100000D21DC4CE145A44400D1AFA27B87C52C0
300844638,,,,,,,,,,,,,,,,,,,,,,,,3022420140,3396500,40.70382,-73.94866,0101000020E6100000A72215C6165A44407FC16ED8B67C52C0
300854920,,,,,,,,,,,,,,,,,,,,,,,,3009420049,3391533,40.67745,-73.97399,0101000020E61000006D567DAEB6564440632827DA557E52C0
300863563,,,,,,,,,,,,,,,,,,,,,,,,3022360007,3256167,40.701363,-73.95472,
300867131,,,,,,,,,,,,,,,,,,,,,,,,3010720023,3024952,40.671478,-73.972484,
300875364,,,,,,,,,,,,,,,,,,,,,,,,3065290019,3171193,40.623651,-73.967219,
300923838,,,,,,,,,,,,,,,,,,,,,,,,3044710051,3392971,40.670793,-73.860924,
300923847,,,,,,,,,,,,,,,,,,,,,,,,3044710052,3393720,40.670845,-73.860938,
300942979,,,,,,,,,,,,,,,,,,,,,,,,3021380024,3059613,40.709235,-73.962628,
300948223,,,,,,,,,,,,,,,,,,,,,,,,3020220013,3348530,40.679802,-73.954089,
300950905,,,,,,,,,,,,,,,,,,,,,,,,3068240074,3350456,40.605356,-73.954439,
300992718,,,,,,,,,,,,,,,,,,,,,,,,3024790023,3063692,40.7378,-73.95386,
301003036,,,,,,,,,,,,,,,,,,,,,,,,3031200032,3398660,40.701925,-73.941487,
301006998,,,,,,,,,,,,,,,,,,,,,,,,3032680055,3392944,40.699075,-73.921218,
301007005,,,,,,,,,,,,,,,,,,,,,,,,3032680054,3392943,40.699127,-73.921168,
301012829,,,,,,,,,,,,,,,,,,,,,,,,3043820136,3347636,40.660382,-73.877576,
301012856,,,,,,,,,,,,,,,,,,,,,,,,3043820133,3348266,40.660459,-73.87736,
301016843,,,,,,,,,,,,,,,,,,,,,,,,3065210044,3170930,40.624752,-73.967539,
301022747,,,,,,,,,,,,,,,,,,,,,,,,3018340035,3338716,40.683819,-73.944305,
301024095,,,,,,,,,,,,,,,,,,,,,,,,3026850030,3067003,40.723904,-73.945393,
301024889,,,,,,,,,,,,,,,,,,,,,,,,3071060014,3191766,40.598523,-73.96861,
301034994,,,,,,,,,,,,,,,,,,,,,,,,3010790031,3025368,40.668986,-73.974175,
301047613,,,,,,,,,,,,,,,,,,,,,,,,3074310004,3203837,40.589353,-73.959102,
301050494,,,,,,,,,,,,,,,,,,,,,,,,3020460037,3393708,40.695711,-73.971056,
301055998,,,,,,,,,,,,,,,,,,,,,,,,3019137506,3348912,40.693964,-73.957624,
301056005,,,,,,,,,,,,,,,,,,,,,,,,3019137505,3348910,40.693846,-73.957599,
301056014,,,,,,,,,,,,,,,,,,,,,,,,3019137504,3348911,40.693904,-73.95761,
301069037,,,,,,,,,,,,,,,,,,,,,,,,3019137510,3387706,40.693835,-73.957228,
301069046,,,,,,,,,,,,,,,,,,,,,,,,3019137509,3387707,40.693783,-73.957217,
301071596,,,,,,,,,,,,,,,,,,,,,,,,3019137503,3348907,40.693681,-73.957567,
301071685,,,,,,,,,,,,,,,,,,,,,,,,3019137502,3348909,40.693791,-73.957588,
301071694,,,,,,,,,,,,,,,,,,,,,,,,3019137501,3348908,40.693739,-73.957578,
301081861,,,,,,,,,,,,,,,,,,,,,,,,3008980079,3017609,40.659387,-73.991234,
301107898,,,,,,,,,,,,,,,,,,,,,,,,3022510002,3398487,40.703086,-73.946929,
301108655,,,,,,,,,,,,,,,,,,,,,,,,3071040182,3385421,40.600149,-73.970443,
301109878,,,,,,,,,,,,,,,,,,,,,,,,3056980030,3140425,40.629662,-73.996491,
301111384,,,,,,,,,,,,,,,,,,,,,,,,3070110019,3411911,40.57324,-73.98884,0101000020E61000002861A6ED5F494440813E9127497F52C0
301113195,,,,,,,,,,,,,,,,,,,,,,,,3018890004,3251546,40.693945,-73.967696,
301113738,,,,,,,,,,,,,,,,,,,,,,,,3059730082,3399856,40.623185,-74.017691,
301115184,,,,,,,,,,,,,,,,,,,,,,,,3056890060,3140036,40.632593,-73.999719,
301116441,,,,,,,,,,,,,,,,,,,,,,,,3056110072,3410669,40.637179,-73.989187,
301116833,,,,,,,,,,,,,,,,,,,,,,,,3054770045,3130167,40.628742,-73.988634,
301120132,,,,,,,,,,,,,,,,,,,,,,,,3054050013,3357902,40.632438,-73.97923,
301124496,,,,,,,,,,,,,,,,,,,,,,,,3019000009,3397048,40.69549,-73.957021,
301127457,,,,,,,,,,,,,,,,,,,,,,,,3011050029,3026701,40.66131,-73.981037,
301130381,,,,,,,,,,,,,,,,,,,,,,,,3009450039,3393104,40.677094,-73.974006,
301135572,,,,,,,,,,,,,,,,,,,,,,,,3056430029,3137786,40.632686,-73.988712,
301136900,,,,,,,,,,,,,,,,,,,,,,,,3022120003,3060573,40.703387,-73.95698,
301154514,,,,,,,,,,,,,,,,,,,,,,,,3071300053,3385502,40.595916,-73.968071,
301156512,,,,,,,,,,,,,,,,,,,,,,,,3008230009,3014576,40.64392,-74.014648,
301157450,,,,,,,,,,,,,,,,,,,,,,,,3022700012,3061457,40.702454,-73.945382,
301164950,,,,,,,,,,,,,,,,,,,,,,,,3032680057,3400814,40.698968,-73.921326,
301164969,,,,,,,,,,,,,,,,,,,,,,,,3032680058,3392945,40.698908,-73.921384,
301165584,,,,,,,,,,,,,,,,,,,,,,,,3055987507,3348840,40.639584,-73.989558,
301165600,,,,,,,,,,,,,,,,,,,,,,,,3053900001,3327426,40.638412,-73.972573,
301166333,,,,,,,,,,,,,,,,,,,,,,,,3015930128,3397378,40.695366,-73.932914,
301166342,,,,,,,,,,,,,,,,,,,,,,,,3015930028,3393619,40.695393,-73.932972,
301166431,,,,,,,,,,,,,,,,,,,,,,,,3015930130,3397379,40.695344,-73.932849,
301167092,,,,,,,,,,,,,,,,,,,,,,,,3076410011,3386231,40.619367,-73.951955,
301171498,,,,,,,,,,,,,,,,,,,,,,,,3025760042,3413831,40.729775,-73.951883,
301176965,,,,,,,,,,,,,,,,,,,,,,,,3069160082,3187387,40.587572,-73.986815,
301177768,,,,,,,,,,,,,,,,,,,,,,,,3003050036,3003316,40.687733,-73.998345,
301184518,,,,,,,,,,,,,,,,,,,,,,,,3003810041,3394375,40.675522,-73.999733,
301184741,,,,,,,,,,,,,,,,,,,,,,,,3016190170,3399449,40.689393,-73.93804,
301186419,,,,,,,,,,,,,,,,,,,,,,,,3076390056,3386230,40.620655,-73.953727,
301193615,,,,,,,,,,,,,,,,,,,,,,,,3066650077,3177574,40.605642,-73.964174,
301193688,,,,,,,,,,,,,,,,,,,,,,,,3006490035,3392599,40.660164,-73.995062,
301194954,,,,,,,,,,,,,,,,,,,,,,,,3022407512,3349060,40.701475,-73.952978,
301194963,,,,,,,,,,,,,,,,,,,,,,,,3022407512,3349060,40.701475,-73.952978,
301194972,,,,,,,,,,,,,,,,,,,,,,,,3022407513,3394449,40.701543,-73.952873,
301194981,,,,,,,,,,,,,,,,,,,,,,,,3022407513,3394449,40.701543,-73.952873,
301197452,,,,,,,,,,,,,,,,,,,,,,,,3056890059,3413869,40.632544,-73.99964,
301223316,,,,,,,,,,,,,,,,,,,,,,,,3001830030,3398685,40.686878,-73.985433,
301230335,,,,,,,,,,,,,,,,,,,,,,,,3054960028,3131110,40.62693,-73.991253,
301235492,,,,,,,,,,,,,,,,,,,,,,,,3003090002,3394372,40.687846,-74.001064,
301236222,,,,,,,,,,,,,,,,,,,,,,,,3075870047,3206712,40.628255,-73.953368,
301236464,,,,,,,,,,,,,,,,,,,,,,,,3021460035,3334863,40.708363,-73.965493,
301237294,,,,,,,,,,,,,,,,,,,,,,,,3024410015,3063398,40.712818,-73.966659,
301237622,,,,,,,,,,,,,,,,,,,,,,,,3018990052,3378330,40.69533,-73.95747,0101000020E6100000BEF6CC9200594440AC394030477D52C0
301237855,,,,,,,,,,,,,,,,,,,,,,,,3017880080,3049911,40.689164,-73.953052,
301250615,,,,,,,,,,,,,,,,,,,,,,,,3044580073,3403685,40.669074,-73.874435,
301253989,,,,,,,,,,,,,,,,,,,,,,,,3022490001,,40.70071,-73.95066,
301262531,,,,,,,,,,,,,,,,,,,,,,,,3066620001,3253614,40.606884,-73.968419,
301269437,,,,,,,,,,,,,,,,,,,,,,,,3054720012,3129896,40.629035,-73.987189,
301269534,,,,,,,,,,,,,,,,,,,,,,,,3054770069,3130178,40.629527,-73.989934,
301274886,,,,,,,,,,,,,,,,,,,,,,,,3069760032,3395013,40.577755,-74.00617,
301274895,,,,,,,,,,,,,,,,,,,,,,,,3069760032,3395013,40.577755,-74.00617,
301274902,,,,,,,,,,,,,,,,,,,,,,,,3069760032,3395013,40.577755,-74.00617,
301276688,,,,,,,,,,,,,,,,,,,,,,,,3071590053,3410078,40.593743,-73.963089,
301278409,,,,,,,,,,,,,,,,,,,,,,,,3018110019,3341860,40.687767,-73.940108,
301280067,,,,,,,,,,,,,,,,,,,,,,,,3060320051,3153050,40.624485,-74.034132,
301286347,,,,,,,,,,,,,,,,,,,,,,,,3009740061,3020915,40.673605,-73.984383,
301299707,,,,,,,,,,,,,,,,,,,,,,,,3089140028,3412400,40.59082,-73.923751,
301302784,,,,,,,,,,,,,,,,,,,,,,,,3071240044,3192679,40.596674,-73.972695,
301317448,,,,,,,,,,,,,,,,,,,,,,,,3066810348,3253636,40.602541,-73.967993,
301320167,,,,,,,,,,,,,,,,,,,,,,,,3027060020,3350269,40.723046,-73.940552,
301320194,,,,,,,,,,,,,,,,,,,,,,,,3027060021,3350270,40.722988,-73.94052,
301320657,,,,,,,,,,,,,,,,,,,,,,,,3003410018,3413774,40.68449,-74.00417,
301339193,,,,,,,,,,,,,,,,,,,,,,,,3022920012,3061570,40.719247,-73.95303,
301344953,,,,,,,,,,,,,,,,,,,,,,,,3031540144,3388804,40.702537,-73.930703,
301361069,,,,,,,,,,,,,,,,,,,,,,,,3012640038,3392421,40.670136,-73.942431,
301368883,,,,,,,,,,,,,,,,,,,,,,,,3012170082,3030629,40.676098,-73.955483,
301375198,,,,,,,,,,,,,,,,,,,,,,,,3063060068,3348983,40.611329,-74.0043,
301376918,,,,,,,,,,,,,,,,,,,,,,,,3045320053,3402578,40.665429,-73.864374,
301376927,,,,,,,,,,,,,,,,,,,,,,,,3045320049,3256645,40.665182,-73.86431,
301379595,,,,,,,,,,,,,,,,,,,,,,,,3031510140,3387596,40.700233,-73.934568,
301383349,,,,,,,,,,,,,,,,,,,,,,,,3021390045,3399832,40.708697,-73.962398,
301383526,,,,,,,,,,,,,,,,,,,,,,,,3045320049,3256645,40.665182,-73.86431,
301383535,,,,,,,,,,,,,,,,,,,,,,,,3045320049,3256645,40.665182,-73.86431,
301391116,,,,,,,,,,,,,,,,,,,,,,,,3032660035,3394588,40.698299,-73.921807,
301392026,,,,,36,,,,,,,,,,,,,,,,,,,,,,,
301398262,,,,,,,,,,,,,,,,,,,,,,,,3030430011,3400432,40.708462,-73.94449,
301410612,,,,,,,,,,,,,,,,,,,,,,,,3052170004,3405045,40.636306,-73.961102,
301410863,,,,,,,,,,,,,,,,,,,,,,,,3003820016,3005691,40.67543,-74.00051,
301414280,,,,,,,,,,,,,,,,,,,,,,,,3040020111,3390509,40.674925,-73.883472,
301414299,,,,,,,,,,,,,,,,,,,,,,,,3040020011,3390505,40.674859,-73.883458,
301416723,,,,,,,,,,,,,,,,,,,,,,,,3065210037,3170928,40.62501,-73.967478,
301425740,,,,,,,,,,,,,,,,,,,,,,,,3002777501,3388736,40.689616,-73.99211,
301427588,,,,,,,,,,,,,,,,,,,,,,,,3000200006,3000012,40.704253,-73.986204,
301429069,,,,,,,,,,,,,,,,,,,,,,,,3024150110,,40.71402,-73.96639,
301432518,,,,,,,,,,,,,,,,,,,,,,,,3001650022,3329443,40.688759,-73.984531,
301433009,,,,,,,,,,,,,,,,,,,,,,,,3005770026,3394377,40.6754,-74.01052,
301434008,,,,,,,,,,,,,,,,,,,,,,,,3087300078,3245941,40.579975,-73.948999,
301434188,,,,,,,,,,,,,,,,,,,,,,,,3021330018,3059553,40.709352,-73.961164,
301443105,,,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000EA3C2AFEEF7D52C077D66EBBD05A4440
301443114,,,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E61000009C6B98A1F17D52C089247A19C55A4440
301469435,,,,,,,,,,,,,,,,,,,,,,,,3009940073,3021700,40.670231,-73.984445,
301470290,,,,,,,,,,,,,,,,,,,,,,,,3040460033,3390549,40.670082,-73.885273,
